index,Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk
426,75828,1/15/2018 21:34,Standard Class,4,4,Shipping on time,0
427,75827,1/14/2018 21:13,Standard Class,3,4,Advance shipping,0
428,75826,1/13/2018 20:52,Standard Class,2,4,Advance shipping,0
429,75825,1/17/2018 20:31,Standard Class,6,4,Late delivery,1
430,75824,1/16/2018 20:10,Standard Class,5,4,Late delivery,1
431,75823,1/15/2018 19:49,Standard Class,4,4,Shipping on time,0
432,75822,1/14/2018 19:28,Standard Class,3,4,Advance shipping,0
433,75821,1/13/2018 19:07,Standard Class,2,4,Advance shipping,0
434,75820,1/17/2018 18:46,Standard Class,6,4,Late delivery,1
435,75819,1/16/2018 18:25,Standard Class,5,4,Late delivery,1
436,75818,1/15/2018 18:04,Standard Class,4,4,Shipping on time,0
437,75817,1/14/2018 17:43,Standard Class,3,4,Advance shipping,0
438,75816,1/13/2018 17:22,Standard Class,2,4,Advance shipping,0
439,75815,1/17/2018 17:01,Standard Class,6,4,Late delivery,1
440,75814,1/16/2018 16:40,Standard Class,5,4,Late delivery,1
441,75813,1/15/2018 16:19,Second Class,4,2,Late delivery,1
442,75812,1/14/2018 15:58,Second Class,3,2,Late delivery,1
443,75811,1/13/2018 15:37,First Class,2,1,Late delivery,1
444,75810,1/17/2018 15:16,Second Class,6,2,Late delivery,1
445,75809,1/16/2018 14:55,Second Class,5,2,Late delivery,1
446,75808,1/15/2018 14:34,Second Class,4,2,Late delivery,1
447,75807,1/12/2018 2:13,Same Day,1,0,Late delivery,1
448,75806,1/12/2018 1:52,Same Day,1,0,Late delivery,1
449,75805,1/12/2018 1:31,Same Day,1,0,Late delivery,1
450,75804,1/12/2018 1:10,Same Day,1,0,Late delivery,1
451,75803,1/12/2018 0:49,Same Day,1,0,Late delivery,1
452,75802,1/12/2018 0:28,Same Day,1,0,Shipping canceled,0
453,75801,1/12/2018 0:06,Same Day,1,0,Late delivery,1
454,75800,1/17/2018 11:45,Standard Class,6,4,Late delivery,1
455,75799,1/16/2018 11:24,Standard Class,5,4,Late delivery,1
456,75798,1/15/2018 11:03,Standard Class,4,4,Shipping on time,0
457,75797,1/14/2018 10:42,Standard Class,3,4,Advance shipping,0
459,3130,2/21/2015 16:13,Second Class,6,2,Late delivery,1
460,49521,12/25/2016 21:03,Second Class,2,2,Shipping on time,0
461,30305,3/24/2016 8:50,Second Class,6,2,Late delivery,1
463,27772,2/13/2016 9:25,Second Class,3,2,Late delivery,1
465,31296,4/3/2016 20:01,Second Class,2,2,Shipping on time,0
466,22076,11/21/2015 5:51,Second Class,2,2,Shipping on time,0
467,25665,1/16/2016 15:14,Second Class,6,2,Late delivery,1
469,22819,12/5/2015 2:09,Second Class,5,2,Late delivery,1
470,27099,2/5/2016 13:38,Second Class,5,2,Late delivery,1
471,28292,2/20/2016 23:35,Second Class,3,2,Late delivery,1
472,39159,7/30/2016 14:47,Second Class,5,2,Late delivery,1
474,34631,5/22/2016 12:25,Second Class,2,2,Shipping on time,0
475,37669,7/8/2016 20:46,Second Class,5,2,Late delivery,1
478,40085,8/14/2016 3:12,Second Class,6,2,Late delivery,1
479,47262,11/23/2016 21:38,Second Class,3,2,Late delivery,1
480,44771,10/17/2016 12:55,Second Class,2,2,Shipping on time,0
481,13890,7/28/2015 17:56,Second Class,6,2,Late delivery,1
482,17071,9/9/2015 4:22,Second Class,2,2,Shipping on time,0
483,11321,6/17/2015 5:54,Second Class,2,2,Shipping on time,0
487,11936,6/26/2015 5:21,Second Class,2,2,Shipping on time,0
488,68337,9/27/2017 13:08,Second Class,3,2,Late delivery,1
489,45746,10/31/2016 18:30,Second Class,2,2,Shipping on time,0
491,13736,7/22/2015 11:58,Second Class,2,2,Shipping on time,0
492,49622,12/28/2016 8:26,Second Class,3,2,Late delivery,1
493,19444,10/16/2015 19:44,Second Class,5,2,Late delivery,1
496,51911,1/29/2017 18:23,Second Class,2,2,Shipping on time,0
497,58239,5/5/2017 3:21,Second Class,5,2,Late delivery,1
498,56678,4/11/2017 8:28,Second Class,4,2,Late delivery,1
499,53202,2/18/2017 14:40,Second Class,3,2,Late delivery,1
500,58738,5/11/2017 10:11,Second Class,4,2,Late delivery,1
501,56260,4/7/2017 6:02,Second Class,6,2,Late delivery,1
502,5042,3/18/2015 14:05,Second Class,3,2,Late delivery,1
504,55511,3/23/2017 7:37,Second Class,2,2,Shipping on time,0
505,54128,3/5/2017 3:05,Second Class,4,2,Late delivery,1
506,21244,11/12/2015 2:22,Second Class,5,2,Late delivery,1
508,31239,4/6/2016 0:03,Second Class,5,2,Late delivery,1
509,45772,11/2/2016 3:37,Second Class,3,2,Late delivery,1
510,24661,12/28/2015 23:29,Second Class,2,2,Shipping on time,0
512,22924,12/6/2015 14:56,Second Class,5,2,Late delivery,1
513,21902,11/19/2015 16:53,Second Class,3,2,Late delivery,1
514,21534,11/16/2015 7:58,Second Class,5,2,Late delivery,1
516,24160,12/25/2015 15:58,Second Class,6,2,Late delivery,1
518,32102,4/16/2016 14:24,Second Class,3,2,Late delivery,1
519,37763,7/9/2016 5:42,Second Class,4,2,Late delivery,1
520,37867,7/9/2016 18:08,Second Class,3,2,Late delivery,1
521,31905,4/16/2016 17:23,Second Class,6,2,Late delivery,1
522,36269,6/18/2016 10:17,Second Class,5,2,Late delivery,1
526,48374,12/12/2016 3:12,Second Class,5,2,Late delivery,1
528,17719,9/21/2015 15:24,Second Class,5,2,Late delivery,1
529,15766,8/21/2015 3:10,Second Class,2,2,Shipping on time,0
530,12179,7/2/2015 18:29,Second Class,5,2,Late delivery,1
531,66275,8/31/2017 10:44,Second Class,6,2,Late delivery,1
532,13140,7/17/2015 19:10,Second Class,6,2,Late delivery,1
533,16444,9/3/2015 0:42,Second Class,5,2,Late delivery,1
536,14454,8/4/2015 23:31,Second Class,5,2,Late delivery,1
538,67979,9/24/2017 7:43,Second Class,5,2,Late delivery,1
541,65264,8/15/2017 16:32,Second Class,5,2,Late delivery,1
544,51226,1/19/2017 18:23,Second Class,2,2,Shipping on time,0
545,52576,2/8/2017 11:21,Second Class,2,2,Shipping on time,0
547,67753,9/20/2017 0:32,Second Class,4,2,Late delivery,1
548,15421,8/16/2015 2:18,Second Class,2,2,Shipping on time,0
549,13225,7/19/2015 0:57,Second Class,6,2,Late delivery,1
550,71362,11/10/2017 16:56,Second Class,3,2,Late delivery,1
551,13232,7/16/2015 3:24,Second Class,3,2,Late delivery,1
554,65487,8/16/2017 22:39,Second Class,3,2,Late delivery,1
555,65105,8/14/2017 8:49,Second Class,6,2,Late delivery,1
556,14837,8/8/2015 13:42,Second Class,3,2,Late delivery,1
557,46224,11/10/2016 17:58,Second Class,5,2,Late delivery,1
558,71217,11/8/2017 14:08,Second Class,3,2,Late delivery,1
559,63972,7/25/2017 19:53,Second Class,3,2,Late delivery,1
560,19200,10/14/2015 6:15,Second Class,6,2,Late delivery,1
561,18009,9/25/2015 21:00,Second Class,5,2,Late delivery,1
562,10831,6/10/2015 2:13,Second Class,2,2,Shipping on time,0
563,68107,9/24/2017 4:33,Second Class,3,2,Late delivery,1
565,71271,11/8/2017 9:03,Second Class,2,2,Shipping on time,0
568,16953,9/9/2015 11:02,Second Class,4,2,Late delivery,1
569,49664,12/30/2016 23:09,Second Class,5,2,Late delivery,1
570,16446,8/31/2015 1:24,Second Class,2,2,Shipping on time,0
572,14960,8/13/2015 8:48,Second Class,6,2,Late delivery,1
573,18005,9/26/2015 19:36,Second Class,6,2,Late delivery,1
575,12804,7/11/2015 21:27,Second Class,5,2,Late delivery,1
576,14651,8/4/2015 20:32,Second Class,2,2,Shipping on time,0
577,10990,6/16/2015 9:56,Second Class,6,2,Late delivery,1
578,65609,8/20/2017 17:24,Second Class,5,2,Late delivery,1
579,17878,9/22/2015 23:06,Second Class,4,2,Late delivery,1
580,16998,9/10/2015 2:48,Second Class,4,2,Late delivery,1
581,13970,7/29/2015 21:57,Second Class,6,2,Late delivery,1
583,13614,7/23/2015 17:14,Second Class,5,2,Late delivery,1
584,44388,10/13/2016 22:44,Second Class,4,2,Late delivery,1
585,13050,7/16/2015 11:38,Second Class,6,2,Late delivery,1
586,12613,7/8/2015 2:32,Second Class,4,2,Late delivery,1
587,66587,9/2/2017 0:02,Second Class,3,2,Late delivery,1
588,62795,7/11/2017 15:32,Second Class,6,2,Late delivery,1
589,18950,10/10/2015 14:40,Second Class,6,2,Late delivery,1
590,19610,10/20/2015 5:54,Second Class,6,2,Late delivery,1
591,65011,8/8/2017 23:53,Second Class,2,2,Shipping on time,0
592,19380,10/16/2015 21:19,Second Class,6,2,Late delivery,1
593,65005,8/12/2017 21:47,Second Class,6,2,Late delivery,1
594,20085,10/27/2015 4:19,Second Class,6,2,Late delivery,1
595,18245,9/30/2015 7:41,Second Class,6,2,Late delivery,1
597,19817,10/20/2015 6:25,Second Class,3,2,Late delivery,1
598,10444,6/7/2015 10:38,Second Class,5,2,Late delivery,1
599,64637,8/4/2017 12:52,Second Class,3,2,Late delivery,1
600,15269,8/16/2015 21:03,Second Class,5,2,Late delivery,1
601,14064,7/30/2015 6:53,Second Class,5,2,Late delivery,1
602,14551,8/3/2015 9:30,Second Class,2,2,Shipping on time,0
603,12698,7/9/2015 8:19,Second Class,4,2,Late delivery,1
604,47758,12/2/2016 3:24,Second Class,4,2,Late delivery,1
605,68220,9/28/2017 20:09,Second Class,6,2,Late delivery,1
606,14730,8/10/2015 0:13,Second Class,6,2,Late delivery,1
607,66411,8/29/2017 10:22,Second Class,2,2,Shipping on time,0
608,12535,7/8/2015 23:13,Second Class,6,2,Late delivery,1
609,67712,9/18/2017 10:10,Second Class,3,2,Late delivery,1
610,18593,10/3/2015 9:36,Second Class,4,2,Late delivery,1
611,17909,9/24/2015 9:58,Second Class,5,2,Late delivery,1
612,16302,8/29/2015 22:57,Second Class,3,2,Late delivery,1
614,13343,7/18/2015 18:17,Second Class,4,2,Late delivery,1
615,62117,6/28/2017 18:00,Second Class,3,2,Late delivery,1
616,62637,7/6/2017 8:10,Second Class,3,2,Late delivery,1
617,67845,9/23/2017 8:46,Second Class,6,2,Late delivery,1
619,11209,6/18/2015 14:39,Second Class,5,2,Late delivery,1
620,41494,9/2/2016 16:50,Second Class,5,2,Late delivery,1
624,70044,10/24/2017 11:10,Second Class,5,2,Late delivery,1
626,16617,9/3/2015 13:19,Second Class,3,2,Late delivery,1
627,14574,8/6/2015 17:34,Second Class,5,2,Late delivery,1
629,15599,8/21/2015 16:40,Second Class,5,2,Late delivery,1
631,20072,10/23/2015 23:45,Second Class,3,2,Late delivery,1
632,12323,7/3/2015 20:56,Second Class,4,2,Late delivery,1
633,71295,11/12/2017 17:27,Second Class,6,2,Late delivery,1
634,66351,8/28/2017 13:21,Second Class,2,2,Shipping on time,0
636,44148,10/10/2016 10:39,Second Class,4,2,Late delivery,1
637,53540,2/26/2017 13:05,Standard Class,6,4,Late delivery,1
639,57570,4/26/2017 8:59,Standard Class,6,4,Late delivery,1
640,5154,3/22/2015 5:19,Standard Class,5,4,Late delivery,1
641,9122,5/17/2015 3:29,Standard Class,3,4,Advance shipping,0
642,4427,3/9/2015 14:37,Standard Class,3,4,Advance shipping,0
643,9340,5/23/2015 7:52,Standard Class,6,4,Late delivery,1
644,9331,5/19/2015 4:42,Standard Class,2,4,Advance shipping,0
645,58315,5/7/2017 5:59,Standard Class,6,4,Late delivery,1
646,54572,3/10/2017 14:39,Standard Class,3,4,Advance shipping,0
647,51746,1/27/2017 8:34,Standard Class,2,4,Advance shipping,0
648,4269,3/9/2015 7:16,Standard Class,5,4,Late delivery,1
649,61346,6/16/2017 11:53,Standard Class,2,4,Advance shipping,0
650,1999,2/4/2015 3:59,Standard Class,5,4,Late delivery,1
651,53576,2/23/2017 1:42,Standard Class,2,4,Advance shipping,0
652,57152,4/17/2017 6:32,Standard Class,3,4,Advance shipping,0
653,51674,1/29/2017 7:21,Standard Class,5,4,Late delivery,1
654,55336,3/20/2017 18:18,Standard Class,2,4,Advance shipping,0
655,53810,3/2/2017 11:41,Standard Class,6,4,Late delivery,1
656,59301,5/17/2017 15:25,Standard Class,2,4,Advance shipping,0
657,8410,5/9/2015 18:02,Standard Class,6,4,Late delivery,1
658,8123,5/3/2015 13:29,Standard Class,4,4,Shipping on time,0
659,60567,6/6/2017 2:58,Standard Class,3,4,Advance shipping,0
661,3527,2/24/2015 11:18,Standard Class,3,4,Advance shipping,0
662,2428,2/9/2015 10:17,Standard Class,4,4,Shipping on time,0
663,55174,3/21/2017 9:33,Standard Class,5,4,Late delivery,1
664,57032,4/15/2017 12:29,Standard Class,3,4,Advance shipping,0
665,10113,6/1/2015 14:41,Standard Class,4,4,Shipping on time,0
666,52250,2/7/2017 17:09,Standard Class,6,4,Late delivery,1
667,8906,5/12/2015 23:49,Standard Class,2,4,Advance shipping,0
668,1386,1/23/2015 5:13,Standard Class,2,4,Advance shipping,0
669,59226,5/16/2017 13:09,Standard Class,2,4,Advance shipping,0
670,8847,5/13/2015 3:08,Standard Class,3,4,Advance shipping,0
671,57929,4/30/2017 14:45,Standard Class,5,4,Late delivery,1
672,53505,2/26/2017 0:50,Standard Class,6,4,Late delivery,1
673,55636,3/25/2017 3:25,Standard Class,2,4,Advance shipping,0
674,57128,4/17/2017 22:07,Standard Class,4,4,Shipping on time,0
675,8728,5/12/2015 9:27,Standard Class,4,4,Shipping on time,0
676,1105,1/23/2015 2:46,Standard Class,6,4,Late delivery,1
677,1797,1/30/2015 5:13,Standard Class,3,4,Advance shipping,0
678,1634,1/29/2015 20:06,Standard Class,5,4,Late delivery,1
681,6176,4/3/2015 3:22,Standard Class,2,4,Shipping canceled,0
682,60460,6/7/2017 13:28,Standard Class,6,4,Shipping canceled,0
683,580,1/15/2015 10:50,Standard Class,6,4,Shipping canceled,0
684,56244,4/6/2017 0:25,Standard Class,5,4,Shipping canceled,0
685,6522,4/9/2015 4:35,Standard Class,3,4,Shipping canceled,0
686,58298,5/5/2017 0:02,Standard Class,4,4,Shipping canceled,0
687,3625,2/28/2015 21:38,Standard Class,6,4,Shipping canceled,0
688,52321,2/4/2017 18:01,Standard Class,2,4,Shipping canceled,0
689,58896,5/11/2017 17:32,Standard Class,2,4,Shipping canceled,0
690,5919,4/2/2015 9:20,Standard Class,5,4,Shipping canceled,0
691,52772,2/12/2017 8:01,Standard Class,3,4,Shipping canceled,0
692,9063,5/17/2015 6:49,Standard Class,4,4,Shipping canceled,0
693,61419,6/20/2017 13:27,Standard Class,5,4,Shipping canceled,0
695,27742,2/12/2016 22:54,Standard Class,3,4,Shipping canceled,0
696,24453,12/27/2015 22:37,Standard Class,4,4,Shipping canceled,0
697,31145,4/5/2016 15:07,Standard Class,6,4,Shipping canceled,0
698,30802,3/28/2016 14:57,Standard Class,3,4,Advance shipping,0
699,25875,1/19/2016 16:48,Standard Class,6,4,Late delivery,1
700,30589,3/27/2016 12:20,Standard Class,5,4,Late delivery,1
701,20931,11/4/2015 12:42,Standard Class,2,4,Advance shipping,0
702,45646,10/30/2016 7:28,Standard Class,2,4,Advance shipping,0
703,29731,3/11/2016 23:44,Standard Class,2,4,Advance shipping,0
704,42777,9/19/2016 10:20,Standard Class,3,4,Advance shipping,0
705,23886,12/17/2015 15:58,Standard Class,2,4,Advance shipping,0
706,43561,9/29/2016 21:00,Standard Class,2,4,Advance shipping,0
707,47846,12/1/2016 10:14,Standard Class,2,4,Advance shipping,0
708,21192,11/9/2015 8:09,Standard Class,3,4,Advance shipping,0
709,23156,12/7/2015 0:13,Standard Class,2,4,Advance shipping,0
710,22811,12/1/2015 23:21,Standard Class,2,4,Advance shipping,0
711,25418,1/11/2016 0:42,Standard Class,4,4,Shipping on time,0
712,47092,11/21/2016 10:04,Standard Class,3,4,Advance shipping,0
713,42658,9/18/2016 16:38,Standard Class,4,4,Shipping on time,0
714,23494,12/14/2015 22:38,Standard Class,5,4,Late delivery,1
715,27316,2/5/2016 17:39,Standard Class,2,4,Advance shipping,0
717,27555,2/13/2016 5:23,Standard Class,6,4,Late delivery,1
718,28657,2/26/2016 7:28,Standard Class,3,4,Advance shipping,0
719,47011,11/19/2016 5:41,Standard Class,2,4,Advance shipping,0
721,21973,11/21/2015 17:46,Standard Class,4,4,Shipping on time,0
722,50226,1/5/2017 4:03,Standard Class,2,4,Advance shipping,0
723,44617,10/16/2016 6:58,Standard Class,3,4,Advance shipping,0
724,21196,11/8/2015 9:33,Standard Class,2,4,Advance shipping,0
725,21193,11/10/2015 8:30,Standard Class,4,4,Shipping on time,0
726,26073,1/20/2016 14:10,Standard Class,4,4,Shipping on time,0
727,44425,10/16/2016 11:42,Standard Class,6,4,Late delivery,1
728,49570,12/30/2016 14:13,Standard Class,6,4,Late delivery,1
729,42099,9/11/2016 12:48,Standard Class,5,4,Late delivery,1
730,47731,11/29/2016 17:56,Standard Class,2,4,Advance shipping,0
731,46062,11/6/2016 9:13,Standard Class,3,4,Advance shipping,0
732,44938,10/21/2016 23:25,Standard Class,4,4,Shipping on time,0
733,50688,1/13/2017 21:54,Standard Class,4,4,Shipping on time,0
734,49445,12/28/2016 18:26,Standard Class,6,4,Late delivery,1
735,47938,12/4/2016 18:27,Standard Class,4,4,Shipping on time,0
736,45249,10/27/2016 12:23,Standard Class,5,4,Late delivery,1
737,41874,9/8/2016 5:58,Standard Class,5,4,Late delivery,1
738,41572,9/1/2016 20:10,Standard Class,3,4,Advance shipping,0
740,41785,9/7/2016 22:47,Standard Class,6,4,Late delivery,1
741,42971,9/21/2016 6:18,Standard Class,2,4,Advance shipping,0
742,44677,10/17/2016 3:59,Standard Class,3,4,Advance shipping,0
743,43266,9/25/2016 13:39,Standard Class,2,4,Advance shipping,0
745,47917,12/3/2016 11:06,Standard Class,3,4,Advance shipping,0
746,48901,12/16/2016 19:50,Standard Class,2,4,Advance shipping,0
747,44265,10/14/2016 3:39,Standard Class,6,4,Shipping canceled,0
748,41590,9/5/2016 2:28,Standard Class,6,4,Shipping canceled,0
749,45987,11/5/2016 6:56,Standard Class,3,4,Shipping canceled,0
750,44452,10/13/2016 21:09,Standard Class,3,4,Shipping canceled,0
751,49218,12/23/2016 10:54,Standard Class,4,4,Shipping canceled,0
752,47840,12/5/2016 8:07,Standard Class,6,4,Shipping canceled,0
753,47493,11/28/2016 6:33,Standard Class,4,4,Shipping canceled,0
756,64274,8/1/2017 5:41,Standard Class,5,4,Shipping canceled,0
757,13298,7/18/2015 2:31,Standard Class,4,4,Shipping canceled,0
758,62786,7/7/2017 12:22,Standard Class,2,4,Shipping canceled,0
759,13939,7/28/2015 11:06,Standard Class,5,4,Shipping canceled,0
760,46864,11/20/2016 2:11,Standard Class,5,4,Shipping canceled,0
761,16590,9/6/2015 3:51,Standard Class,6,4,Shipping canceled,0
762,62840,7/12/2017 7:18,Standard Class,6,4,Shipping canceled,0
763,66959,9/9/2017 10:22,Standard Class,5,4,Shipping canceled,0
764,63220,7/17/2017 20:25,Standard Class,6,4,Shipping canceled,0
765,19642,10/17/2015 17:07,Standard Class,3,4,Shipping canceled,0
766,65439,8/18/2017 5:50,Standard Class,5,4,Shipping canceled,0
768,17363,9/15/2015 10:40,Standard Class,4,4,Shipping canceled,0
770,18237,9/27/2015 4:52,Standard Class,3,4,Shipping canceled,0
771,66958,9/8/2017 10:01,Standard Class,4,4,Shipping canceled,0
772,66764,9/6/2017 14:03,Standard Class,5,4,Shipping canceled,0
774,48193,12/8/2016 11:48,Standard Class,4,4,Shipping canceled,0
775,15231,8/13/2015 7:44,Standard Class,2,4,Advance shipping,0
776,10451,6/4/2015 13:06,Standard Class,2,4,Advance shipping,0
777,10459,6/7/2015 15:54,Standard Class,5,4,Late delivery,1
778,64222,7/29/2017 11:28,Standard Class,3,4,Advance shipping,0
779,63907,7/24/2017 21:07,Standard Class,3,4,Advance shipping,0
780,19178,10/11/2015 22:33,Standard Class,4,4,Shipping on time,0
781,67046,9/7/2017 16:50,Standard Class,2,4,Advance shipping,0
782,65312,8/14/2017 9:21,Standard Class,3,4,Advance shipping,0
783,16436,8/30/2015 21:54,Standard Class,2,4,Advance shipping,0
784,11822,6/25/2015 13:25,Standard Class,3,4,Advance shipping,0
785,19528,10/17/2015 1:10,Standard Class,4,4,Shipping on time,0
786,49763,12/31/2016 9:50,Standard Class,4,4,Shipping on time,0
787,16013,8/26/2015 17:43,Standard Class,4,4,Shipping on time,0
788,17347,9/14/2015 5:04,Standard Class,3,4,Advance shipping,0
789,19496,10/14/2015 13:58,Standard Class,2,4,Advance shipping,0
790,62789,7/10/2017 13:25,Standard Class,5,4,Late delivery,1
791,11674,6/25/2015 9:34,Standard Class,5,4,Late delivery,1
792,67866,9/19/2017 16:07,Standard Class,2,4,Advance shipping,0
793,13599,7/23/2015 11:59,Standard Class,5,4,Late delivery,1
794,10384,6/6/2015 13:37,Standard Class,5,4,Late delivery,1
795,63115,7/16/2017 7:38,Standard Class,6,4,Late delivery,1
796,63516,7/18/2017 4:08,Standard Class,2,4,Advance shipping,0
797,62086,6/27/2017 7:08,Standard Class,2,4,Advance shipping,0
798,62817,7/8/2017 23:14,Standard Class,3,4,Advance shipping,0
799,10856,6/10/2015 10:59,Standard Class,2,4,Advance shipping,0
800,14685,8/9/2015 8:27,Standard Class,6,4,Late delivery,1
801,66229,8/29/2017 18:37,Standard Class,5,4,Late delivery,1
802,14924,8/11/2015 20:11,Standard Class,5,4,Late delivery,1
803,49839,1/2/2017 12:28,Standard Class,5,4,Late delivery,1
804,12393,7/4/2015 21:28,Standard Class,4,4,Shipping on time,0
805,65898,8/23/2017 22:39,Standard Class,4,4,Shipping on time,0
806,64599,8/5/2017 23:33,Standard Class,5,4,Late delivery,1
807,65370,8/18/2017 5:40,Standard Class,6,4,Late delivery,1
808,19732,10/19/2015 0:38,Standard Class,3,4,Advance shipping,0
809,67549,9/18/2017 1:04,Standard Class,5,4,Late delivery,1
812,67275,9/15/2017 1:04,Standard Class,6,4,Late delivery,1
813,46863,11/19/2016 1:50,Standard Class,4,4,Shipping on time,0
814,62306,6/30/2017 12:13,Standard Class,2,4,Advance shipping,0
816,18213,9/27/2015 20:28,Standard Class,4,4,Shipping on time,0
817,16863,9/8/2015 3:30,Standard Class,4,4,Shipping on time,0
818,24764,1/2/2016 11:34,Standard Class,5,4,Late delivery,1
820,26670,1/31/2016 7:20,Standard Class,6,4,Late delivery,1
821,21971,11/19/2015 17:04,Standard Class,2,4,Advance shipping,0
