Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk
75802,1/12/2018 0:28,Same Day,1,0,Shipping canceled,0
75801,1/12/2018 0:06,Same Day,1,0,Late delivery,1
75800,1/17/2018 11:45,Standard Class,6,4,Late delivery,1
75799,1/16/2018 11:24,Standard Class,5,4,Late delivery,1
75798,1/15/2018 11:03,Standard Class,4,4,Shipping on time,0
75797,1/14/2018 10:42,Standard Class,3,4,Advance shipping,0
3130,2/21/2015 16:13,Second Class,6,2,Late delivery,1
49521,12/25/2016 21:03,Second Class,2,2,Shipping on time,0
30305,3/24/2016 8:50,Second Class,6,2,Late delivery,1
27772,2/13/2016 9:25,Second Class,3,2,Late delivery,1
31296,4/3/2016 20:01,Second Class,2,2,Shipping on time,0
22076,11/21/2015 5:51,Second Class,2,2,Shipping on time,0
25665,1/16/2016 15:14,Second Class,6,2,Late delivery,1
22819,12/5/2015 2:09,Second Class,5,2,Late delivery,1
27099,2/5/2016 13:38,Second Class,5,2,Late delivery,1
28292,2/20/2016 23:35,Second Class,3,2,Late delivery,1
39159,7/30/2016 14:47,Second Class,5,2,Late delivery,1
34631,5/22/2016 12:25,Second Class,2,2,Shipping on time,0
37669,7/8/2016 20:46,Second Class,5,2,Late delivery,1
40085,8/14/2016 3:12,Second Class,6,2,Late delivery,1
47262,11/23/2016 21:38,Second Class,3,2,Late delivery,1
44771,10/17/2016 12:55,Second Class,2,2,Shipping on time,0
13890,7/28/2015 17:56,Second Class,6,2,Late delivery,1
17071,9/9/2015 4:22,Second Class,2,2,Shipping on time,0
11321,6/17/2015 5:54,Second Class,2,2,Shipping on time,0
11936,6/26/2015 5:21,Second Class,2,2,Shipping on time,0
68337,9/27/2017 13:08,Second Class,3,2,Late delivery,1
45746,10/31/2016 18:30,Second Class,2,2,Shipping on time,0
13736,7/22/2015 11:58,Second Class,2,2,Shipping on time,0
49622,12/28/2016 8:26,Second Class,3,2,Late delivery,1
19444,10/16/2015 19:44,Second Class,5,2,Late delivery,1
51911,1/29/2017 18:23,Second Class,2,2,Shipping on time,0
58239,5/5/2017 3:21,Second Class,5,2,Late delivery,1
56678,4/11/2017 8:28,Second Class,4,2,Late delivery,1
53202,2/18/2017 14:40,Second Class,3,2,Late delivery,1
58738,5/11/2017 10:11,Second Class,4,2,Late delivery,1
56260,4/7/2017 6:02,Second Class,6,2,Late delivery,1
5042,3/18/2015 14:05,Second Class,3,2,Late delivery,1
55511,3/23/2017 7:37,Second Class,2,2,Shipping on time,0
54128,3/5/2017 3:05,Second Class,4,2,Late delivery,1
21244,11/12/2015 2:22,Second Class,5,2,Late delivery,1
31239,4/6/2016 0:03,Second Class,5,2,Late delivery,1
45772,11/2/2016 3:37,Second Class,3,2,Late delivery,1
24661,12/28/2015 23:29,Second Class,2,2,Shipping on time,0
22924,12/6/2015 14:56,Second Class,5,2,Late delivery,1
21902,11/19/2015 16:53,Second Class,3,2,Late delivery,1
21534,11/16/2015 7:58,Second Class,5,2,Late delivery,1
24160,12/25/2015 15:58,Second Class,6,2,Late delivery,1
32102,4/16/2016 14:24,Second Class,3,2,Late delivery,1
37763,7/9/2016 5:42,Second Class,4,2,Late delivery,1
37867,7/9/2016 18:08,Second Class,3,2,Late delivery,1
31905,4/16/2016 17:23,Second Class,6,2,Late delivery,1
36269,6/18/2016 10:17,Second Class,5,2,Late delivery,1
48374,12/12/2016 3:12,Second Class,5,2,Late delivery,1
17719,9/21/2015 15:24,Second Class,5,2,Late delivery,1
15766,8/21/2015 3:10,Second Class,2,2,Shipping on time,0
12179,7/2/2015 18:29,Second Class,5,2,Late delivery,1
66275,8/31/2017 10:44,Second Class,6,2,Late delivery,1
13140,7/17/2015 19:10,Second Class,6,2,Late delivery,1
16444,9/3/2015 0:42,Second Class,5,2,Late delivery,1
14454,8/4/2015 23:31,Second Class,5,2,Late delivery,1
67979,9/24/2017 7:43,Second Class,5,2,Late delivery,1
65264,8/15/2017 16:32,Second Class,5,2,Late delivery,1
51226,1/19/2017 18:23,Second Class,2,2,Shipping on time,0
52576,2/8/2017 11:21,Second Class,2,2,Shipping on time,0
67753,9/20/2017 0:32,Second Class,4,2,Late delivery,1
15421,8/16/2015 2:18,Second Class,2,2,Shipping on time,0
13225,7/19/2015 0:57,Second Class,6,2,Late delivery,1
71362,11/10/2017 16:56,Second Class,3,2,Late delivery,1
13232,7/16/2015 3:24,Second Class,3,2,Late delivery,1
65487,8/16/2017 22:39,Second Class,3,2,Late delivery,1
65105,8/14/2017 8:49,Second Class,6,2,Late delivery,1
14837,8/8/2015 13:42,Second Class,3,2,Late delivery,1
46224,11/10/2016 17:58,Second Class,5,2,Late delivery,1
71217,11/8/2017 14:08,Second Class,3,2,Late delivery,1
63972,7/25/2017 19:53,Second Class,3,2,Late delivery,1
19200,10/14/2015 6:15,Second Class,6,2,Late delivery,1
18009,9/25/2015 21:00,Second Class,5,2,Late delivery,1
10831,6/10/2015 2:13,Second Class,2,2,Shipping on time,0
68107,9/24/2017 4:33,Second Class,3,2,Late delivery,1
71271,11/8/2017 9:03,Second Class,2,2,Shipping on time,0
16953,9/9/2015 11:02,Second Class,4,2,Late delivery,1
49664,12/30/2016 23:09,Second Class,5,2,Late delivery,1
16446,8/31/2015 1:24,Second Class,2,2,Shipping on time,0
14960,8/13/2015 8:48,Second Class,6,2,Late delivery,1
18005,9/26/2015 19:36,Second Class,6,2,Late delivery,1
12804,7/11/2015 21:27,Second Class,5,2,Late delivery,1
14651,8/4/2015 20:32,Second Class,2,2,Shipping on time,0
10990,6/16/2015 9:56,Second Class,6,2,Late delivery,1
65609,8/20/2017 17:24,Second Class,5,2,Late delivery,1
17878,9/22/2015 23:06,Second Class,4,2,Late delivery,1
16998,9/10/2015 2:48,Second Class,4,2,Late delivery,1
13970,7/29/2015 21:57,Second Class,6,2,Late delivery,1
13614,7/23/2015 17:14,Second Class,5,2,Late delivery,1
44388,10/13/2016 22:44,Second Class,4,2,Late delivery,1
13050,7/16/2015 11:38,Second Class,6,2,Late delivery,1
12613,7/8/2015 2:32,Second Class,4,2,Late delivery,1
66587,9/2/2017 0:02,Second Class,3,2,Late delivery,1
62795,7/11/2017 15:32,Second Class,6,2,Late delivery,1
18950,10/10/2015 14:40,Second Class,6,2,Late delivery,1
19610,10/20/2015 5:54,Second Class,6,2,Late delivery,1
65011,8/8/2017 23:53,Second Class,2,2,Shipping on time,0
19380,10/16/2015 21:19,Second Class,6,2,Late delivery,1
65005,8/12/2017 21:47,Second Class,6,2,Late delivery,1
20085,10/27/2015 4:19,Second Class,6,2,Late delivery,1
18245,9/30/2015 7:41,Second Class,6,2,Late delivery,1
19817,10/20/2015 6:25,Second Class,3,2,Late delivery,1
10444,6/7/2015 10:38,Second Class,5,2,Late delivery,1
64637,8/4/2017 12:52,Second Class,3,2,Late delivery,1
15269,8/16/2015 21:03,Second Class,5,2,Late delivery,1
14064,7/30/2015 6:53,Second Class,5,2,Late delivery,1
14551,8/3/2015 9:30,Second Class,2,2,Shipping on time,0
12698,7/9/2015 8:19,Second Class,4,2,Late delivery,1
47758,12/2/2016 3:24,Second Class,4,2,Late delivery,1
68220,9/28/2017 20:09,Second Class,6,2,Late delivery,1
14730,8/10/2015 0:13,Second Class,6,2,Late delivery,1
66411,8/29/2017 10:22,Second Class,2,2,Shipping on time,0
12535,7/8/2015 23:13,Second Class,6,2,Late delivery,1
67712,9/18/2017 10:10,Second Class,3,2,Late delivery,1
18593,10/3/2015 9:36,Second Class,4,2,Late delivery,1
17909,9/24/2015 9:58,Second Class,5,2,Late delivery,1
16302,8/29/2015 22:57,Second Class,3,2,Late delivery,1
13343,7/18/2015 18:17,Second Class,4,2,Late delivery,1
62117,6/28/2017 18:00,Second Class,3,2,Late delivery,1
62637,7/6/2017 8:10,Second Class,3,2,Late delivery,1
67845,9/23/2017 8:46,Second Class,6,2,Late delivery,1
11209,6/18/2015 14:39,Second Class,5,2,Late delivery,1
41494,9/2/2016 16:50,Second Class,5,2,Late delivery,1
70044,10/24/2017 11:10,Second Class,5,2,Late delivery,1
16617,9/3/2015 13:19,Second Class,3,2,Late delivery,1
14574,8/6/2015 17:34,Second Class,5,2,Late delivery,1
15599,8/21/2015 16:40,Second Class,5,2,Late delivery,1
20072,10/23/2015 23:45,Second Class,3,2,Late delivery,1
12323,7/3/2015 20:56,Second Class,4,2,Late delivery,1
71295,11/12/2017 17:27,Second Class,6,2,Late delivery,1
66351,8/28/2017 13:21,Second Class,2,2,Shipping on time,0
44148,10/10/2016 10:39,Second Class,4,2,Late delivery,1
53540,2/26/2017 13:05,Standard Class,6,4,Late delivery,1
57570,4/26/2017 8:59,Standard Class,6,4,Late delivery,1
5154,3/22/2015 5:19,Standard Class,5,4,Late delivery,1
9122,5/17/2015 3:29,Standard Class,3,4,Advance shipping,0
4427,3/9/2015 14:37,Standard Class,3,4,Advance shipping,0
9340,5/23/2015 7:52,Standard Class,6,4,Late delivery,1
9331,5/19/2015 4:42,Standard Class,2,4,Advance shipping,0
58315,5/7/2017 5:59,Standard Class,6,4,Late delivery,1
54572,3/10/2017 14:39,Standard Class,3,4,Advance shipping,0
51746,1/27/2017 8:34,Standard Class,2,4,Advance shipping,0
4269,3/9/2015 7:16,Standard Class,5,4,Late delivery,1
61346,6/16/2017 11:53,Standard Class,2,4,Advance shipping,0
1999,2/4/2015 3:59,Standard Class,5,4,Late delivery,1
53576,2/23/2017 1:42,Standard Class,2,4,Advance shipping,0
57152,4/17/2017 6:32,Standard Class,3,4,Advance shipping,0
51674,1/29/2017 7:21,Standard Class,5,4,Late delivery,1
55336,3/20/2017 18:18,Standard Class,2,4,Advance shipping,0
53810,3/2/2017 11:41,Standard Class,6,4,Late delivery,1
59301,5/17/2017 15:25,Standard Class,2,4,Advance shipping,0
8410,5/9/2015 18:02,Standard Class,6,4,Late delivery,1
8123,5/3/2015 13:29,Standard Class,4,4,Shipping on time,0
60567,6/6/2017 2:58,Standard Class,3,4,Advance shipping,0
3527,2/24/2015 11:18,Standard Class,3,4,Advance shipping,0
2428,2/9/2015 10:17,Standard Class,4,4,Shipping on time,0
55174,3/21/2017 9:33,Standard Class,5,4,Late delivery,1
57032,4/15/2017 12:29,Standard Class,3,4,Advance shipping,0
10113,6/1/2015 14:41,Standard Class,4,4,Shipping on time,0
52250,2/7/2017 17:09,Standard Class,6,4,Late delivery,1
8906,5/12/2015 23:49,Standard Class,2,4,Advance shipping,0
1386,1/23/2015 5:13,Standard Class,2,4,Advance shipping,0
59226,5/16/2017 13:09,Standard Class,2,4,Advance shipping,0
8847,5/13/2015 3:08,Standard Class,3,4,Advance shipping,0
57929,4/30/2017 14:45,Standard Class,5,4,Late delivery,1
53505,2/26/2017 0:50,Standard Class,6,4,Late delivery,1
55636,3/25/2017 3:25,Standard Class,2,4,Advance shipping,0
57128,4/17/2017 22:07,Standard Class,4,4,Shipping on time,0
8728,5/12/2015 9:27,Standard Class,4,4,Shipping on time,0
1105,1/23/2015 2:46,Standard Class,6,4,Late delivery,1
1797,1/30/2015 5:13,Standard Class,3,4,Advance shipping,0
1634,1/29/2015 20:06,Standard Class,5,4,Late delivery,1
6176,4/3/2015 3:22,Standard Class,2,4,Shipping canceled,0
60460,6/7/2017 13:28,Standard Class,6,4,Shipping canceled,0
580,1/15/2015 10:50,Standard Class,6,4,Shipping canceled,0
56244,4/6/2017 0:25,Standard Class,5,4,Shipping canceled,0
6522,4/9/2015 4:35,Standard Class,3,4,Shipping canceled,0
58298,5/5/2017 0:02,Standard Class,4,4,Shipping canceled,0
3625,2/28/2015 21:38,Standard Class,6,4,Shipping canceled,0
52321,2/4/2017 18:01,Standard Class,2,4,Shipping canceled,0
58896,5/11/2017 17:32,Standard Class,2,4,Shipping canceled,0
5919,4/2/2015 9:20,Standard Class,5,4,Shipping canceled,0
52772,2/12/2017 8:01,Standard Class,3,4,Shipping canceled,0
9063,5/17/2015 6:49,Standard Class,4,4,Shipping canceled,0
61419,6/20/2017 13:27,Standard Class,5,4,Shipping canceled,0
27742,2/12/2016 22:54,Standard Class,3,4,Shipping canceled,0
24453,12/27/2015 22:37,Standard Class,4,4,Shipping canceled,0
31145,4/5/2016 15:07,Standard Class,6,4,Shipping canceled,0
30802,3/28/2016 14:57,Standard Class,3,4,Advance shipping,0
25875,1/19/2016 16:48,Standard Class,6,4,Late delivery,1
30589,3/27/2016 12:20,Standard Class,5,4,Late delivery,1
20931,11/4/2015 12:42,Standard Class,2,4,Advance shipping,0
45646,10/30/2016 7:28,Standard Class,2,4,Advance shipping,0
29731,3/11/2016 23:44,Standard Class,2,4,Advance shipping,0
42777,9/19/2016 10:20,Standard Class,3,4,Advance shipping,0
23886,12/17/2015 15:58,Standard Class,2,4,Advance shipping,0
43561,9/29/2016 21:00,Standard Class,2,4,Advance shipping,0
47846,12/1/2016 10:14,Standard Class,2,4,Advance shipping,0
21192,11/9/2015 8:09,Standard Class,3,4,Advance shipping,0
23156,12/7/2015 0:13,Standard Class,2,4,Advance shipping,0
22811,12/1/2015 23:21,Standard Class,2,4,Advance shipping,0
25418,1/11/2016 0:42,Standard Class,4,4,Shipping on time,0
47092,11/21/2016 10:04,Standard Class,3,4,Advance shipping,0
42658,9/18/2016 16:38,Standard Class,4,4,Shipping on time,0
23494,12/14/2015 22:38,Standard Class,5,4,Late delivery,1
27316,2/5/2016 17:39,Standard Class,2,4,Advance shipping,0
27555,2/13/2016 5:23,Standard Class,6,4,Late delivery,1
28657,2/26/2016 7:28,Standard Class,3,4,Advance shipping,0
47011,11/19/2016 5:41,Standard Class,2,4,Advance shipping,0
21973,11/21/2015 17:46,Standard Class,4,4,Shipping on time,0
50226,1/5/2017 4:03,Standard Class,2,4,Advance shipping,0
44617,10/16/2016 6:58,Standard Class,3,4,Advance shipping,0
21196,11/8/2015 9:33,Standard Class,2,4,Advance shipping,0
21193,11/10/2015 8:30,Standard Class,4,4,Shipping on time,0
26073,1/20/2016 14:10,Standard Class,4,4,Shipping on time,0
44425,10/16/2016 11:42,Standard Class,6,4,Late delivery,1
49570,12/30/2016 14:13,Standard Class,6,4,Late delivery,1
42099,9/11/2016 12:48,Standard Class,5,4,Late delivery,1
47731,11/29/2016 17:56,Standard Class,2,4,Advance shipping,0
46062,11/6/2016 9:13,Standard Class,3,4,Advance shipping,0
44938,10/21/2016 23:25,Standard Class,4,4,Shipping on time,0
50688,1/13/2017 21:54,Standard Class,4,4,Shipping on time,0
49445,12/28/2016 18:26,Standard Class,6,4,Late delivery,1
47938,12/4/2016 18:27,Standard Class,4,4,Shipping on time,0
45249,10/27/2016 12:23,Standard Class,5,4,Late delivery,1
41874,9/8/2016 5:58,Standard Class,5,4,Late delivery,1
41572,9/1/2016 20:10,Standard Class,3,4,Advance shipping,0
41785,9/7/2016 22:47,Standard Class,6,4,Late delivery,1
42971,9/21/2016 6:18,Standard Class,2,4,Advance shipping,0
44677,10/17/2016 3:59,Standard Class,3,4,Advance shipping,0
43266,9/25/2016 13:39,Standard Class,2,4,Advance shipping,0
47917,12/3/2016 11:06,Standard Class,3,4,Advance shipping,0
48901,12/16/2016 19:50,Standard Class,2,4,Advance shipping,0
44265,10/14/2016 3:39,Standard Class,6,4,Shipping canceled,0
41590,9/5/2016 2:28,Standard Class,6,4,Shipping canceled,0
45987,11/5/2016 6:56,Standard Class,3,4,Shipping canceled,0
44452,10/13/2016 21:09,Standard Class,3,4,Shipping canceled,0
49218,12/23/2016 10:54,Standard Class,4,4,Shipping canceled,0
47840,12/5/2016 8:07,Standard Class,6,4,Shipping canceled,0
47493,11/28/2016 6:33,Standard Class,4,4,Shipping canceled,0
64274,8/1/2017 5:41,Standard Class,5,4,Shipping canceled,0
13298,7/18/2015 2:31,Standard Class,4,4,Shipping canceled,0
62786,7/7/2017 12:22,Standard Class,2,4,Shipping canceled,0
13939,7/28/2015 11:06,Standard Class,5,4,Shipping canceled,0
46864,11/20/2016 2:11,Standard Class,5,4,Shipping canceled,0
16590,9/6/2015 3:51,Standard Class,6,4,Shipping canceled,0
62840,7/12/2017 7:18,Standard Class,6,4,Shipping canceled,0
66959,9/9/2017 10:22,Standard Class,5,4,Shipping canceled,0
63220,7/17/2017 20:25,Standard Class,6,4,Shipping canceled,0
19642,10/17/2015 17:07,Standard Class,3,4,Shipping canceled,0
65439,8/18/2017 5:50,Standard Class,5,4,Shipping canceled,0
17363,9/15/2015 10:40,Standard Class,4,4,Shipping canceled,0
18237,9/27/2015 4:52,Standard Class,3,4,Shipping canceled,0
66958,9/8/2017 10:01,Standard Class,4,4,Shipping canceled,0
66764,9/6/2017 14:03,Standard Class,5,4,Shipping canceled,0
48193,12/8/2016 11:48,Standard Class,4,4,Shipping canceled,0
15231,8/13/2015 7:44,Standard Class,2,4,Advance shipping,0
10451,6/4/2015 13:06,Standard Class,2,4,Advance shipping,0
10459,6/7/2015 15:54,Standard Class,5,4,Late delivery,1
64222,7/29/2017 11:28,Standard Class,3,4,Advance shipping,0
63907,7/24/2017 21:07,Standard Class,3,4,Advance shipping,0
19178,10/11/2015 22:33,Standard Class,4,4,Shipping on time,0
67046,9/7/2017 16:50,Standard Class,2,4,Advance shipping,0
65312,8/14/2017 9:21,Standard Class,3,4,Advance shipping,0
16436,8/30/2015 21:54,Standard Class,2,4,Advance shipping,0
11822,6/25/2015 13:25,Standard Class,3,4,Advance shipping,0
19528,10/17/2015 1:10,Standard Class,4,4,Shipping on time,0
49763,12/31/2016 9:50,Standard Class,4,4,Shipping on time,0
16013,8/26/2015 17:43,Standard Class,4,4,Shipping on time,0
17347,9/14/2015 5:04,Standard Class,3,4,Advance shipping,0
19496,10/14/2015 13:58,Standard Class,2,4,Advance shipping,0
62789,7/10/2017 13:25,Standard Class,5,4,Late delivery,1
11674,6/25/2015 9:34,Standard Class,5,4,Late delivery,1
67866,9/19/2017 16:07,Standard Class,2,4,Advance shipping,0
13599,7/23/2015 11:59,Standard Class,5,4,Late delivery,1
10384,6/6/2015 13:37,Standard Class,5,4,Late delivery,1
63115,7/16/2017 7:38,Standard Class,6,4,Late delivery,1
63516,7/18/2017 4:08,Standard Class,2,4,Advance shipping,0
62086,6/27/2017 7:08,Standard Class,2,4,Advance shipping,0
62817,7/8/2017 23:14,Standard Class,3,4,Advance shipping,0
10856,6/10/2015 10:59,Standard Class,2,4,Advance shipping,0
14685,8/9/2015 8:27,Standard Class,6,4,Late delivery,1
66229,8/29/2017 18:37,Standard Class,5,4,Late delivery,1
14924,8/11/2015 20:11,Standard Class,5,4,Late delivery,1
49839,1/2/2017 12:28,Standard Class,5,4,Late delivery,1
12393,7/4/2015 21:28,Standard Class,4,4,Shipping on time,0
65898,8/23/2017 22:39,Standard Class,4,4,Shipping on time,0
64599,8/5/2017 23:33,Standard Class,5,4,Late delivery,1
65370,8/18/2017 5:40,Standard Class,6,4,Late delivery,1
19732,10/19/2015 0:38,Standard Class,3,4,Advance shipping,0
67549,9/18/2017 1:04,Standard Class,5,4,Late delivery,1
67275,9/15/2017 1:04,Standard Class,6,4,Late delivery,1
46863,11/19/2016 1:50,Standard Class,4,4,Shipping on time,0
62306,6/30/2017 12:13,Standard Class,2,4,Advance shipping,0
18213,9/27/2015 20:28,Standard Class,4,4,Shipping on time,0
16863,9/8/2015 3:30,Standard Class,4,4,Shipping on time,0
24764,1/2/2016 11:34,Standard Class,5,4,Late delivery,1
26670,1/31/2016 7:20,Standard Class,6,4,Late delivery,1
21971,11/19/2015 17:04,Standard Class,2,4,Advance shipping,0
76849,1/31/2018 19:16,Standard Class,5,4,Late delivery,1
27357,2/7/2016 8:01,Standard Class,3,4,Advance shipping,0
29283,3/7/2016 10:47,Standard Class,4,4,Shipping on time,0
30724,3/29/2016 11:38,Standard Class,5,4,Late delivery,1
74454,12/27/2017 20:12,Standard Class,5,4,Late delivery,1
24558,12/29/2015 11:24,Standard Class,4,4,Shipping on time,0
23211,12/7/2015 19:29,Standard Class,2,4,Advance shipping,0
21868,11/20/2015 4:59,Standard Class,4,4,Shipping on time,0
42271,9/11/2016 1:03,Standard Class,2,4,Advance shipping,0
50628,1/13/2017 0:53,Standard Class,4,4,Shipping on time,0
21907,11/19/2015 18:38,Standard Class,3,4,Advance shipping,0
72442,11/26/2017 11:18,Standard Class,3,4,Advance shipping,0
21966,11/19/2015 15:19,Standard Class,2,4,Advance shipping,0
31169,4/4/2016 23:32,Standard Class,5,4,Late delivery,1
21906,11/18/2015 18:17,Standard Class,2,4,Advance shipping,0
72460,11/29/2017 17:36,Standard Class,6,4,Late delivery,1
26861,1/30/2016 2:15,Standard Class,2,4,Advance shipping,0
76992,1/31/2018 21:22,Standard Class,3,4,Advance shipping,0
22792,12/2/2015 16:42,Standard Class,3,4,Advance shipping,0
24438,12/27/2015 17:22,Standard Class,4,4,Shipping on time,0
27957,2/16/2016 2:13,Standard Class,3,4,Advance shipping,0
47899,12/5/2016 4:48,Standard Class,5,4,Late delivery,1
22900,12/7/2015 6:32,Standard Class,6,4,Late delivery,1
30997,3/31/2016 11:16,Standard Class,3,4,Advance shipping,0
26183,1/22/2016 4:43,Standard Class,4,4,Shipping on time,0
24314,12/26/2015 21:55,Standard Class,5,4,Late delivery,1
21267,11/10/2015 10:25,Standard Class,3,4,Advance shipping,0
30712,3/27/2016 7:25,Standard Class,3,4,Advance shipping,0
27207,2/5/2016 3:28,Standard Class,3,4,Advance shipping,0
76847,1/29/2018 18:34,Standard Class,3,4,Advance shipping,0
21407,11/12/2015 11:28,Standard Class,3,4,Advance shipping,0
25050,1/7/2016 15:46,Standard Class,6,4,Late delivery,1
23807,12/17/2015 12:18,Standard Class,3,4,Advance shipping,0
21349,11/13/2015 15:09,Standard Class,5,4,Late delivery,1
22224,11/26/2015 9:42,Standard Class,5,4,Late delivery,1
49806,12/30/2016 0:54,Standard Class,2,4,Advance shipping,0
47044,11/22/2016 17:15,Standard Class,5,4,Late delivery,1
41676,9/2/2016 8:36,Standard Class,2,4,Advance shipping,0
49598,12/29/2016 0:02,Standard Class,4,4,Shipping on time,0
42130,9/12/2016 23:39,Standard Class,6,4,Late delivery,1
26036,1/18/2016 1:13,Standard Class,2,4,Advance shipping,0
27457,2/8/2016 19:03,Standard Class,3,4,Advance shipping,0
21309,11/13/2015 1:08,Standard Class,5,4,Late delivery,1
23267,12/9/2015 15:06,Standard Class,3,4,Advance shipping,0
23706,12/15/2015 0:55,Standard Class,2,4,Advance shipping,0
27729,2/14/2016 18:21,Standard Class,5,4,Late delivery,1
30519,3/26/2016 11:48,Standard Class,5,4,Late delivery,1
30658,3/27/2016 12:30,Standard Class,4,4,Shipping on time,0
30323,3/22/2016 15:08,Standard Class,4,4,Shipping on time,0
